campaign_id,analysis_report_id,segment_id,episode_sequence_number,episode_type,start,end,duration_hours,measurement_count,starting_radon,ending_radon,min_radon,max_radon,mean_radon,median_radon,absolute_concentration_change,relative_concentration_change_percent,mean_adjacent_slope_bq_m3_per_hour,robust_episode_slope_bq_m3_per_hour,maximum_positive_slope,maximum_negative_slope,local_variability,concentration_level_distribution,dynamic_state_distribution,distance_from_previous_gap_hours,distance_to_next_gap_hours,nearby_gap_count,quality_status,confidence_score,confidence_category,confidence_reason_codes,regime_algorithm_version,episode_algorithm_version,parameter_set_identifier,legacy_episode_label,mean_slope_bq_m3_per_hour,regime_confidence_score,regime_confidence_label,algorithm_version
3,12,5,16,SUDDEN_DROP_EVENT,2024-06-01T12:47:00+00:00,2024-06-01T12:47:00+00:00,0.0,1,11.0,11.0,11.0,11.0,11.0,11.0,0,0.0,-150.0,N/A,-150.0,-150.0,2.0,"{""LOW"": {""count"": 1, ""percent"": 100.0}}","{""SUDDEN_DROP"": {""count"": 1, ""percent"": 100.0}}",266.0,94.967,2,LOW_CONFIDENCE_SHORT_EPISODE,0.8,HIGH,"[""LOW_LOCAL_VARIABILITY"", ""SUDDEN_NEGATIVE_CHANGE"", ""SUFFICIENT_WINDOW""]",regime_analysis_v2.1,episode_analysis_v2.1,v2.1_low100.0_high200.0_trend15.0_short3_medium6_persist2,sudden drop,0.0,0.8,HIGH,episode_analysis_v2.1
3,12,5,17,UNSTABLE_TRANSITION,2024-06-01T13:45:00+00:00,2024-06-03T16:45:00+00:00,51.0,52,18.0,28.0,2.0,33.0,16.327,16.0,10.0,55.556,0.332,0.196,21.0,-14.0,3.413,"{""LOW"": {""count"": 52, ""percent"": 100.0}}","{""UNSTABLE_TRANSITION"": {""count"": 52, ""percent"": 100.0}}",266.967,43.0,2,OK,0.871,HIGH,"[""LOW_LOCAL_VARIABILITY"", ""PERSISTENCE_ADJUSTED_STATE"", ""RAW_SMOOTHED_DISAGREEMENT"", ""REPEATED_SIGN_CHANGES"", ""SHORT_MEDIUM_SLOPE_AGREEMENT"", ""SHORT_MEDIUM_SLOPE_DISAGREEMENT"", ""SLOPE_NEAR_THRESHOLD"", ""SLOPE_WITHIN_STABLE_THRESHOLD"", ""SUFFICIENT_WINDOW""]",regime_analysis_v2.1,episode_analysis_v2.1,v2.1_low100.0_high200.0_trend15.0_short3_medium6_persist2,unstable transition,0.212,0.871,HIGH,episode_analysis_v2.1
3,12,5,18,STABLE_LOW,2024-06-03T17:45:00+00:00,2024-06-03T17:45:00+00:00,0.0,1,32.0,32.0,32.0,32.0,32.0,32.0,0,0.0,4.0,N/A,4.0,4.0,6.0,"{""LOW"": {""count"": 1, ""percent"": 100.0}}","{""STABLE"": {""count"": 1, ""percent"": 100.0}}",318.967,42.0,2,LOW_CONFIDENCE_SHORT_EPISODE,0.943,HIGH,"[""LOW_LOCAL_VARIABILITY"", ""PERSISTENCE_ADJUSTED_STATE"", ""SHORT_MEDIUM_SLOPE_AGREEMENT"", ""SLOPE_NEAR_THRESHOLD"", ""SUFFICIENT_WINDOW""]",regime_analysis_v2.1,episode_analysis_v2.1,v2.1_low100.0_high200.0_trend15.0_short3_medium6_persist2,stable low,6.5,0.943,HIGH,episode_analysis_v2.1
3,12,5,19,UNSTABLE_TRANSITION,2024-06-03T18:45:00+00:00,2024-06-05T11:45:00+00:00,41.0,42,32.0,14.0,0.0,44.0,17.31,14.0,-18.0,-56.25,-0.429,-0.439,28.0,-30.0,4.44,"{""LOW"": {""count"": 42, ""percent"": 100.0}}","{""UNSTABLE_TRANSITION"": {""count"": 42, ""percent"": 100.0}}",319.967,0.0,2,OK,0.857,HIGH,"[""LOW_LOCAL_VARIABILITY"", ""PERSISTENCE_ADJUSTED_STATE"", ""RAW_SMOOTHED_DISAGREEMENT"", ""REPEATED_SIGN_CHANGES"", ""SHORT_MEDIUM_SLOPE_AGREEMENT"", ""SHORT_MEDIUM_SLOPE_DISAGREEMENT"", ""SHORT_SLOPE_NEGATIVE"", ""SLOPE_NEAR_THRESHOLD"", ""SLOPE_WITHIN_STABLE_THRESHOLD"", ""SUFFICIENT_WINDOW""]",regime_analysis_v2.1,episode_analysis_v2.1,v2.1_low100.0_high200.0_trend15.0_short3_medium6_persist2,unstable transition,-0.381,0.857,HIGH,episode_analysis_v2.1
3,12,6,1,QUALITY_AFFECTED,2024-06-05T13:44:00+00:00,2024-06-05T13:44:00+00:00,0.0,1,5.0,5.0,5.0,5.0,5.0,5.0,0,0.0,N/A,N/A,N/A,N/A,0.0,"{""LOW"": {""count"": 1, ""percent"": 100.0}}","{""QUALITY_AFFECTED"": {""count"": 1, ""percent"": 100.0}}",0.0,270.0,2,QUALITY_AFFECTED,0.25,LOW,"[""INSUFFICIENT_WINDOW"", ""LOW_LOCAL_VARIABILITY"", ""NEAR_GAP""]",regime_analysis_v2.1,episode_analysis_v2.1,v2.1_low100.0_high200.0_trend15.0_short3_medium6_persist2,quality affected,N/A,0.25,LOW,episode_analysis_v2.1
3,12,6,2,STABLE_LOW,2024-06-05T14:44:00+00:00,2024-06-05T15:44:00+00:00,1.0,2,7.0,14.0,7.0,14.0,10.5,10.5,7.0,100.0,4.5,7.0,7.0,2.0,1.5,"{""LOW"": {""count"": 2, ""percent"": 100.0}}","{""STABLE"": {""count"": 2, ""percent"": 100.0}}",1.0,268.0,2,LOW_CONFIDENCE,0.647,MEDIUM,"[""INSUFFICIENT_WINDOW"", ""LONG_STABLE_DURATION"", ""LOW_LOCAL_VARIABILITY"", ""NEAR_GAP"", ""SHORT_MEDIUM_SLOPE_AGREEMENT"", ""SLOPE_WITHIN_STABLE_THRESHOLD"", ""SUFFICIENT_WINDOW""]",regime_analysis_v2.1,episode_analysis_v2.1,v2.1_low100.0_high200.0_trend15.0_short3_medium6_persist2,stable low,3.25,0.647,MEDIUM,episode_analysis_v2.1
3,12,6,3,UNSTABLE_TRANSITION,2024-06-05T16:44:00+00:00,2024-06-06T21:44:00+00:00,29.0,30,11.0,23.0,5.0,41.0,20.167,18.5,12.0,109.091,0.3,0.414,17.0,-16.0,5.0,"{""LOW"": {""count"": 30, ""percent"": 100.0}}","{""UNSTABLE_TRANSITION"": {""count"": 30, ""percent"": 100.0}}",3.0,238.0,2,OK,0.861,HIGH,"[""LOW_LOCAL_VARIABILITY"", ""RAW_SMOOTHED_DISAGREEMENT"", ""REPEATED_SIGN_CHANGES"", ""SHORT_MEDIUM_SLOPE_AGREEMENT"", ""SHORT_MEDIUM_SLOPE_DISAGREEMENT"", ""SLOPE_NEAR_THRESHOLD"", ""SUFFICIENT_WINDOW""]",regime_analysis_v2.1,episode_analysis_v2.1,v2.1_low100.0_high200.0_trend15.0_short3_medium6_persist2,unstable transition,0.45,0.861,HIGH,episode_analysis_v2.1
3,12,6,4,STABLE_LOW,2024-06-06T22:44:00+00:00,2024-06-06T23:44:00+00:00,1.0,2,19.0,18.0,18.0,19.0,18.5,18.5,-1.0,-5.263,-2.5,-1.0,-1.0,-4.0,4.75,"{""LOW"": {""count"": 2, ""percent"": 100.0}}","{""STABLE"": {""count"": 2, ""percent"": 100.0}}",33.0,236.0,2,OK,0.919,HIGH,"[""LONG_STABLE_DURATION"", ""LOW_LOCAL_VARIABILITY"", ""SHORT_MEDIUM_SLOPE_AGREEMENT"", ""SLOPE_WITHIN_STABLE_THRESHOLD"", ""SUFFICIENT_WINDOW""]",regime_analysis_v2.1,episode_analysis_v2.1,v2.1_low100.0_high200.0_trend15.0_short3_medium6_persist2,stable low,-2.75,0.919,HIGH,episode_analysis_v2.1
3,12,6,5,UNSTABLE_TRANSITION,2024-06-07T00:44:00+00:00,2024-06-07T16:44:00+00:00,16.0,17,21.0,57.0,14.0,57.0,26.176,23.0,36.0,171.429,2.294,2.25,17.0,-10.0,2.029,"{""LOW"": {""count"": 17, ""percent"": 100.0}}","{""UNSTABLE_TRANSITION"": {""count"": 17, ""percent"": 100.0}}",35.0,219.0,2,OK,0.858,HIGH,"[""LOW_LOCAL_VARIABILITY"", ""PERSISTENCE_ADJUSTED_STATE"", ""RAW_SMOOTHED_DISAGREEMENT"", ""REPEATED_SIGN_CHANGES"", ""SHORT_MEDIUM_SLOPE_AGREEMENT"", ""SHORT_MEDIUM_SLOPE_DISAGREEMENT"", ""SHORT_SLOPE_POSITIVE"", ""SLOPE_NEAR_THRESHOLD"", ""SUFFICIENT_WINDOW""]",regime_analysis_v2.1,episode_analysis_v2.1,v2.1_low100.0_high200.0_trend15.0_short3_medium6_persist2,unstable transition,1.824,0.858,HIGH,episode_analysis_v2.1
3,12,6,6,ACCUMULATION,2024-06-07T17:44:00+00:00,2024-06-07T17:44:00+00:00,0.0,1,42.0,42.0,42.0,42.0,42.0,42.0,0,0.0,-15.0,N/A,-15.0,-15.0,8.5,"{""LOW"": {""count"": 1, ""percent"": 100.0}}","{""RISING"": {""count"": 1, ""percent"": 100.0}}",52.0,218.0,2,LOW_CONFIDENCE_SHORT_EPISODE,0.8,HIGH,"[""LOW_LOCAL_VARIABILITY"", ""PERSISTENCE_ADJUSTED_STATE"", ""SLOPE_WITHIN_STABLE_THRESHOLD"", ""SUFFICIENT_WINDOW""]",regime_analysis_v2.1,episode_analysis_v2.1,v2.1_low100.0_high200.0_trend15.0_short3_medium6_persist2,accumulation,0.0,0.8,HIGH,episode_analysis_v2.1
3,12,6,7,UNSTABLE_TRANSITION,2024-06-07T18:44:00+00:00,2024-06-13T21:44:00+00:00,147.0,148,37.0,223.0,7.0,277.0,105.709,79.5,186.0,502.703,1.223,1.265,74.0,-63.0,8.159,"{""ELEVATED"": {""count"": 27, ""percent"": 18.24}, ""HIGH"": {""count"": 41, ""percent"": 27.7}, ""LOW"": {""count"": 80, ""percent"": 54.05}}","{""UNSTABLE_TRANSITION"": {""count"": 148, ""percent"": 100.0}}",53.0,70.0,2,OK,0.837,HIGH,"[""HIGH_LOCAL_VARIABILITY"", ""LOW_LOCAL_VARIABILITY"", ""PERSISTENCE_ADJUSTED_STATE"", ""RAW_SMOOTHED_DISAGREEMENT"", ""REPEATED_SIGN_CHANGES"", ""SHORT_MEDIUM_SLOPE_AGREEMENT"", ""SHORT_MEDIUM_SLOPE_DISAGREEMENT"", ""SHORT_SLOPE_POSITIVE"", ""SLOPE_NEAR_THRESHOLD"", ""SLOPE_WITHIN_STABLE_THRESHOLD"", ""SUFFICIENT_WINDOW""]",regime_analysis_v2.1,episode_analysis_v2.1,v2.1_low100.0_high200.0_trend15.0_short3_medium6_persist2,unstable transition,1.061,0.837,HIGH,episode_analysis_v2.1
3,12,6,8,SUDDEN_DROP_EVENT,2024-06-13T22:44:00+00:00,2024-06-13T23:44:00+00:00,1.0,2,143.0,35.0,35.0,143.0,89.0,89.0,-108.0,-75.524,-94.0,-108.0,-80.0,-108.0,24.25,"{""ELEVATED"": {""count"": 1, ""percent"": 50.0}, ""LOW"": {""count"": 1, ""percent"": 50.0}}","{""SUDDEN_DROP"": {""count"": 2, ""percent"": 100.0}}",201.0,68.0,2,OK,0.925,HIGH,"[""HIGH_LOCAL_VARIABILITY"", ""LOW_LOCAL_VARIABILITY"", ""SHORT_MEDIUM_SLOPE_AGREEMENT"", ""STRONG_PERSISTENT_TREND"", ""SUDDEN_NEGATIVE_CHANGE"", ""SUFFICIENT_WINDOW""]",regime_analysis_v2.1,episode_analysis_v2.1,v2.1_low100.0_high200.0_trend15.0_short3_medium6_persist2,sudden drop,-58.75,0.925,HIGH,episode_analysis_v2.1
3,12,6,9,UNSTABLE_TRANSITION,2024-06-14T00:44:00+00:00,2024-06-15T07:44:00+00:00,31.0,32,30.0,14.0,2.0,30.0,13.75,11.0,-16.0,-53.333,-0.656,-0.516,21.0,-19.0,8.891,"{""LOW"": {""count"": 32, ""percent"": 100.0}}","{""UNSTABLE_TRANSITION"": {""count"": 32, ""percent"": 100.0}}",203.0,36.0,2,OK,0.845,HIGH,"[""HIGH_LOCAL_VARIABILITY"", ""LOW_LOCAL_VARIABILITY"", ""PERSISTENCE_ADJUSTED_STATE"", ""RAW_SMOOTHED_DISAGREEMENT"", ""REPEATED_SIGN_CHANGES"", ""SHORT_MEDIUM_SLOPE_AGREEMENT"", ""SHORT_MEDIUM_SLOPE_DISAGREEMENT"", ""SHORT_SLOPE_NEGATIVE"", ""SLOPE_NEAR_THRESHOLD"", ""SLOPE_WITHIN_STABLE_THRESHOLD"", ""SUFFICIENT_WINDOW""]",regime_analysis_v2.1,episode_analysis_v2.1,v2.1_low100.0_high200.0_trend15.0_short3_medium6_persist2,unstable transition,-2.391,0.845,HIGH,episode_analysis_v2.1
3,12,6,10,STABLE_LOW,2024-06-15T08:44:00+00:00,2024-06-15T11:44:00+00:00,3.0,4,16.0,11.0,11.0,25.0,17.5,17.0,-5.0,-31.25,-0.75,-1.667,7.0,-14.0,3.25,"{""LOW"": {""count"": 4, ""percent"": 100.0}}","{""STABLE"": {""count"": 4, ""percent"": 100.0}}",235.0,32.0,2,OK,0.896,HIGH,"[""LONG_STABLE_DURATION"", ""LOW_LOCAL_VARIABILITY"", ""SHORT_MEDIUM_SLOPE_AGREEMENT"", ""SLOPE_WITHIN_STABLE_THRESHOLD"", ""SUFFICIENT_WINDOW""]",regime_analysis_v2.1,episode_analysis_v2.1,v2.1_low100.0_high200.0_trend15.0_short3_medium6_persist2,stable low,1.375,0.896,HIGH,episode_analysis_v2.1
3,12,6,11,UNSTABLE_TRANSITION,2024-06-15T12:44:00+00:00,2024-06-15T15:44:00+00:00,3.0,4,14.0,11.0,11.0,14.0,11.75,11.0,-3.0,-21.429,0.0,-1.0,3.0,-3.0,1.75,"{""LOW"": {""count"": 4, ""percent"": 100.0}}","{""UNSTABLE_TRANSITION"": {""count"": 4, ""percent"": 100.0}}",239.0,28.0,2,OK,0.812,HIGH,"[""LOW_LOCAL_VARIABILITY"", ""RAW_SMOOTHED_DISAGREEMENT"", ""REPEATED_SIGN_CHANGES"", ""SHORT_MEDIUM_SLOPE_AGREEMENT"", ""SUFFICIENT_WINDOW""]",regime_analysis_v2.1,episode_analysis_v2.1,v2.1_low100.0_high200.0_trend15.0_short3_medium6_persist2,unstable transition,-1.75,0.812,HIGH,episode_analysis_v2.1
3,12,6,12,STABLE_LOW,2024-06-15T16:44:00+00:00,2024-06-15T17:44:00+00:00,1.0,2,9.0,19.0,9.0,19.0,14.0,14.0,10.0,111.111,4.0,10.0,10.0,-2.0,0.5,"{""LOW"": {""count"": 2, ""percent"": 100.0}}","{""STABLE"": {""count"": 2, ""percent"": 100.0}}",243.0,26.0,2,OK,0.917,HIGH,"[""LONG_STABLE_DURATION"", ""LOW_LOCAL_VARIABILITY"", ""SHORT_MEDIUM_SLOPE_AGREEMENT"", ""SLOPE_WITHIN_STABLE_THRESHOLD"", ""SUFFICIENT_WINDOW""]",regime_analysis_v2.1,episode_analysis_v2.1,v2.1_low100.0_high200.0_trend15.0_short3_medium6_persist2,stable low,1.5,0.917,HIGH,episode_analysis_v2.1
3,12,6,13,UNSTABLE_TRANSITION,2024-06-15T18:44:00+00:00,2024-06-16T19:44:00+00:00,25.0,26,11.0,11.0,5.0,44.0,17.962,15.0,0.0,0.0,-0.308,0.0,19.0,-22.0,3.769,"{""LOW"": {""count"": 26, ""percent"": 100.0}}","{""UNSTABLE_TRANSITION"": {""count"": 26, ""percent"": 100.0}}",245.0,0.0,2,OK,0.843,HIGH,"[""LOW_LOCAL_VARIABILITY"", ""PERSISTENCE_ADJUSTED_STATE"", ""RAW_SMOOTHED_DISAGREEMENT"", ""REPEATED_SIGN_CHANGES"", ""SHORT_MEDIUM_SLOPE_AGREEMENT"", ""SHORT_MEDIUM_SLOPE_DISAGREEMENT"", ""SLOPE_NEAR_THRESHOLD"", ""SLOPE_WITHIN_STABLE_THRESHOLD"", ""SUFFICIENT_WINDOW""]",regime_analysis_v2.1,episode_analysis_v2.1,v2.1_low100.0_high200.0_trend15.0_short3_medium6_persist2,unstable transition,-0.058,0.843,HIGH,episode_analysis_v2.1
3,12,7,1,QUALITY_AFFECTED,2024-06-16T21:44:00+00:00,2024-06-16T21:44:00+00:00,0.0,1,16.0,16.0,16.0,16.0,16.0,16.0,0,0.0,N/A,N/A,N/A,N/A,0.0,"{""LOW"": {""count"": 1, ""percent"": 100.0}}","{""QUALITY_AFFECTED"": {""count"": 1, ""percent"": 100.0}}",0.0,1.0,2,QUALITY_AFFECTED,0.25,LOW,"[""INSUFFICIENT_WINDOW"", ""LOW_LOCAL_VARIABILITY"", ""NEAR_GAP""]",regime_analysis_v2.1,episode_analysis_v2.1,v2.1_low100.0_high200.0_trend15.0_short3_medium6_persist2,quality affected,N/A,0.25,LOW,episode_analysis_v2.1
3,12,7,2,STABLE_LOW,2024-06-16T22:44:00+00:00,2024-06-16T22:44:00+00:00,0.0,1,14.0,14.0,14.0,14.0,14.0,14.0,0,0.0,-2.0,N/A,-2.0,-2.0,1.0,"{""LOW"": {""count"": 1, ""percent"": 100.0}}","{""STABLE"": {""count"": 1, ""percent"": 100.0}}",1.0,0.0,2,LOW_CONFIDENCE_SHORT_EPISODE,0.363,LOW,"[""INSUFFICIENT_WINDOW"", ""LONG_STABLE_DURATION"", ""LOW_LOCAL_VARIABILITY"", ""NEAR_GAP"", ""SHORT_MEDIUM_SLOPE_AGREEMENT"", ""SLOPE_WITHIN_STABLE_THRESHOLD""]",regime_analysis_v2.1,episode_analysis_v2.1,v2.1_low100.0_high200.0_trend15.0_short3_medium6_persist2,stable low,-2.0,0.363,LOW,episode_analysis_v2.1
3,12,8,1,QUALITY_AFFECTED,2024-06-17T09:44:00+00:00,2024-06-17T09:44:00+00:00,0.0,1,23.0,23.0,23.0,23.0,23.0,23.0,0,0.0,N/A,N/A,N/A,N/A,0.0,"{""LOW"": {""count"": 1, ""percent"": 100.0}}","{""QUALITY_AFFECTED"": {""count"": 1, ""percent"": 100.0}}",0.0,175.0,2,QUALITY_AFFECTED,0.25,LOW,"[""INSUFFICIENT_WINDOW"", ""LOW_LOCAL_VARIABILITY"", ""NEAR_GAP""]",regime_analysis_v2.1,episode_analysis_v2.1,v2.1_low100.0_high200.0_trend15.0_short3_medium6_persist2,quality affected,N/A,0.25,LOW,episode_analysis_v2.1
3,12,8,2,UNSTABLE_TRANSITION,2024-06-17T10:44:00+00:00,2024-06-17T17:44:00+00:00,7.0,8,11.0,19.0,9.0,19.0,14.0,12.5,8.0,72.727,-0.5,1.143,8.0,-12.0,2.625,"{""LOW"": {""count"": 8, ""percent"": 100.0}}","{""UNSTABLE_TRANSITION"": {""count"": 8, ""percent"": 100.0}}",1.0,167.0,2,LOW_CONFIDENCE,0.798,HIGH,"[""INSUFFICIENT_WINDOW"", ""LOW_LOCAL_VARIABILITY"", ""NEAR_GAP"", ""PERSISTENCE_ADJUSTED_STATE"", ""RAW_SMOOTHED_DISAGREEMENT"", ""REPEATED_SIGN_CHANGES"", ""SHORT_MEDIUM_SLOPE_AGREEMENT"", ""SHORT_MEDIUM_SLOPE_DISAGREEMENT"", ""SLOPE_NEAR_THRESHOLD"", ""SLOPE_WITHIN_STABLE_THRESHOLD"", ""SUFFICIENT_WINDOW""]",regime_analysis_v2.1,episode_analysis_v2.1,v2.1_low100.0_high200.0_trend15.0_short3_medium6_persist2,unstable transition,-1.312,0.798,HIGH,episode_analysis_v2.1
3,12,8,3,STABLE_LOW,2024-06-17T18:44:00+00:00,2024-06-17T18:44:00+00:00,0.0,1,16.0,16.0,16.0,16.0,16.0,16.0,0,0.0,-3.0,N/A,-3.0,-3.0,3.5,"{""LOW"": {""count"": 1, ""percent"": 100.0}}","{""STABLE"": {""count"": 1, ""percent"": 100.0}}",9.0,166.0,2,LOW_CONFIDENCE_SHORT_EPISODE,0.807,HIGH,"[""LONG_STABLE_DURATION"", ""LOW_LOCAL_VARIABILITY"", ""PERSISTENCE_ADJUSTED_STATE"", ""REPEATED_SIGN_CHANGES"", ""SHORT_MEDIUM_SLOPE_DISAGREEMENT"", ""SUFFICIENT_WINDOW""]",regime_analysis_v2.1,episode_analysis_v2.1,v2.1_low100.0_high200.0_trend15.0_short3_medium6_persist2,stable low,-1.0,0.807,HIGH,episode_analysis_v2.1
3,12,8,4,UNSTABLE_TRANSITION,2024-06-17T19:44:00+00:00,2024-06-18T01:44:00+00:00,6.0,7,9.0,19.0,5.0,28.0,15.143,16.0,10.0,111.111,0.429,1.667,19.0,-12.0,3.5,"{""LOW"": {""count"": 7, ""percent"": 100.0}}","{""UNSTABLE_TRANSITION"": {""count"": 7, ""percent"": 100.0}}",10.0,159.0,2,OK,0.844,HIGH,"[""LOW_LOCAL_VARIABILITY"", ""PERSISTENCE_ADJUSTED_STATE"", ""RAW_SMOOTHED_DISAGREEMENT"", ""REPEATED_SIGN_CHANGES"", ""SHORT_MEDIUM_SLOPE_AGREEMENT"", ""SHORT_MEDIUM_SLOPE_DISAGREEMENT"", ""SLOPE_NEAR_THRESHOLD"", ""SLOPE_WITHIN_STABLE_THRESHOLD"", ""SUFFICIENT_WINDOW""]",regime_analysis_v2.1,episode_analysis_v2.1,v2.1_low100.0_high200.0_trend15.0_short3_medium6_persist2,unstable transition,0.143,0.844,HIGH,episode_analysis_v2.1
3,12,8,5,STABLE_LOW,2024-06-18T02:44:00+00:00,2024-06-18T03:44:00+00:00,1.0,2,23.0,28.0,23.0,28.0,25.5,25.5,5.0,21.739,4.5,5.0,5.0,4.0,5.0,"{""LOW"": {""count"": 2, ""percent"": 100.0}}","{""STABLE"": {""count"": 2, ""percent"": 100.0}}",17.0,157.0,2,OK,0.923,HIGH,"[""LONG_STABLE_DURATION"", ""LOW_LOCAL_VARIABILITY"", ""SHORT_MEDIUM_SLOPE_AGREEMENT"", ""SLOPE_WITHIN_STABLE_THRESHOLD"", ""SUFFICIENT_WINDOW""]",regime_analysis_v2.1,episode_analysis_v2.1,v2.1_low100.0_high200.0_trend15.0_short3_medium6_persist2,stable low,3.5,0.923,HIGH,episode_analysis_v2.1
3,12,8,6,UNSTABLE_TRANSITION,2024-06-18T04:44:00+00:00,2024-06-19T14:44:00+00:00,34.0,35,21.0,32.0,11.0,47.0,28.057,28.0,11.0,52.381,0.114,0.324,19.0,-12.0,4.357,"{""LOW"": {""count"": 35, ""percent"": 100.0}}","{""UNSTABLE_TRANSITION"": {""count"": 35, ""percent"": 100.0}}",19.0,122.0,2,OK,0.86,HIGH,"[""LOW_LOCAL_VARIABILITY"", ""PERSISTENCE_ADJUSTED_STATE"", ""RAW_SMOOTHED_DISAGREEMENT"", ""REPEATED_SIGN_CHANGES"", ""SHORT_MEDIUM_SLOPE_AGREEMENT"", ""SHORT_MEDIUM_SLOPE_DISAGREEMENT"", ""SLOPE_NEAR_THRESHOLD"", ""SLOPE_WITHIN_STABLE_THRESHOLD"", ""SUFFICIENT_WINDOW""]",regime_analysis_v2.1,episode_analysis_v2.1,v2.1_low100.0_high200.0_trend15.0_short3_medium6_persist2,unstable transition,0.286,0.86,HIGH,episode_analysis_v2.1
3,12,8,7,STABLE_LOW,2024-06-19T15:44:00+00:00,2024-06-19T16:44:00+00:00,1.0,2,32.0,32.0,32.0,32.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,"{""LOW"": {""count"": 2, ""percent"": 100.0}}","{""STABLE"": {""count"": 2, ""percent"": 100.0}}",54.0,120.0,2,OK,0.811,HIGH,"[""LONG_STABLE_DURATION"", ""LOW_LOCAL_VARIABILITY"", ""SLOPE_WITHIN_STABLE_THRESHOLD"", ""SUFFICIENT_WINDOW""]",regime_analysis_v2.1,episode_analysis_v2.1,v2.1_low100.0_high200.0_trend15.0_short3_medium6_persist2,stable low,-1.75,0.811,HIGH,episode_analysis_v2.1
