campaign_id,analysis_report_id,segment_id,episode_sequence_number,episode_type,start,end,duration_hours,measurement_count,starting_radon,ending_radon,min_radon,max_radon,mean_radon,median_radon,absolute_concentration_change,relative_concentration_change_percent,mean_adjacent_slope_bq_m3_per_hour,robust_episode_slope_bq_m3_per_hour,maximum_positive_slope,maximum_negative_slope,local_variability,concentration_level_distribution,dynamic_state_distribution,distance_from_previous_gap_hours,distance_to_next_gap_hours,nearby_gap_count,quality_status,confidence_score,confidence_category,confidence_reason_codes,regime_algorithm_version,episode_algorithm_version,parameter_set_identifier,legacy_episode_label,mean_slope_bq_m3_per_hour,regime_confidence_score,regime_confidence_label,algorithm_version
3,12,8,8,UNSTABLE_TRANSITION,2024-06-19T17:44:00+00:00,2024-06-21T20:44:00+00:00,51.0,52,39.0,30.0,11.0,67.0,32.519,33.0,-9.0,-23.077,-0.038,-0.176,25.0,-22.0,4.25,"{""LOW"": {""count"": 52, ""percent"": 100.0}}","{""UNSTABLE_TRANSITION"": {""count"": 52, ""percent"": 100.0}}",56.0,68.0,2,OK,0.857,HIGH,"[""LOW_LOCAL_VARIABILITY"", ""RAW_SMOOTHED_DISAGREEMENT"", ""REPEATED_SIGN_CHANGES"", ""SHORT_MEDIUM_SLOPE_AGREEMENT"", ""SHORT_MEDIUM_SLOPE_DISAGREEMENT"", ""SLOPE_NEAR_THRESHOLD"", ""SUFFICIENT_WINDOW""]",regime_analysis_v2.1,episode_analysis_v2.1,v2.1_low100.0_high200.0_trend15.0_short3_medium6_persist2,unstable transition,-0.019,0.857,HIGH,episode_analysis_v2.1
3,12,8,9,STABLE_LOW,2024-06-21T21:44:00+00:00,2024-06-21T23:44:00+00:00,2.0,3,26.0,19.0,19.0,26.0,22.0,21.0,-7.0,-26.923,-3.667,-3.5,-2.0,-5.0,5.833,"{""LOW"": {""count"": 3, ""percent"": 100.0}}","{""STABLE"": {""count"": 3, ""percent"": 100.0}}",108.0,65.0,2,OK,0.924,HIGH,"[""LONG_STABLE_DURATION"", ""LOW_LOCAL_VARIABILITY"", ""SHORT_MEDIUM_SLOPE_AGREEMENT"", ""SLOPE_WITHIN_STABLE_THRESHOLD"", ""SUFFICIENT_WINDOW""]",regime_analysis_v2.1,episode_analysis_v2.1,v2.1_low100.0_high200.0_trend15.0_short3_medium6_persist2,stable low,-3.667,0.924,HIGH,episode_analysis_v2.1
3,12,8,10,UNSTABLE_TRANSITION,2024-06-22T00:44:00+00:00,2024-06-22T19:44:00+00:00,19.0,20,30.0,7.0,7.0,37.0,18.9,17.0,-23.0,-76.667,-0.6,-1.211,12.0,-15.0,4.175,"{""LOW"": {""count"": 20, ""percent"": 100.0}}","{""UNSTABLE_TRANSITION"": {""count"": 20, ""percent"": 100.0}}",111.0,45.0,2,OK,0.871,HIGH,"[""LOW_LOCAL_VARIABILITY"", ""RAW_SMOOTHED_DISAGREEMENT"", ""REPEATED_SIGN_CHANGES"", ""SHORT_MEDIUM_SLOPE_AGREEMENT"", ""SHORT_MEDIUM_SLOPE_DISAGREEMENT"", ""SLOPE_NEAR_THRESHOLD"", ""SUFFICIENT_WINDOW""]",regime_analysis_v2.1,episode_analysis_v2.1,v2.1_low100.0_high200.0_trend15.0_short3_medium6_persist2,unstable transition,-0.475,0.871,HIGH,episode_analysis_v2.1
3,12,8,11,STABLE_LOW,2024-06-22T20:44:00+00:00,2024-06-23T01:44:00+00:00,5.0,6,5.0,2.0,2.0,9.0,5.167,5.0,-3.0,-60.0,-0.833,-0.6,4.0,-7.0,2.417,"{""LOW"": {""count"": 6, ""percent"": 100.0}}","{""STABLE"": {""count"": 6, ""percent"": 100.0}}",131.0,39.0,2,OK,0.877,HIGH,"[""LONG_STABLE_DURATION"", ""LOW_LOCAL_VARIABILITY"", ""SHORT_MEDIUM_SLOPE_AGREEMENT"", ""SLOPE_WITHIN_STABLE_THRESHOLD"", ""SUFFICIENT_WINDOW""]",regime_analysis_v2.1,episode_analysis_v2.1,v2.1_low100.0_high200.0_trend15.0_short3_medium6_persist2,stable low,-0.833,0.877,HIGH,episode_analysis_v2.1
3,12,8,12,UNSTABLE_TRANSITION,2024-06-23T02:44:00+00:00,2024-06-23T14:44:00+00:00,12.0,13,7.0,14.0,2.0,14.0,8.692,9.0,7.0,100.0,0.923,0.583,7.0,-7.0,1.308,"{""LOW"": {""count"": 13, ""percent"": 100.0}}","{""UNSTABLE_TRANSITION"": {""count"": 13, ""percent"": 100.0}}",137.0,26.0,2,OK,0.85,HIGH,"[""LOW_LOCAL_VARIABILITY"", ""PERSISTENCE_ADJUSTED_STATE"", ""RAW_SMOOTHED_DISAGREEMENT"", ""REPEATED_SIGN_CHANGES"", ""SHORT_MEDIUM_SLOPE_AGREEMENT"", ""SHORT_MEDIUM_SLOPE_DISAGREEMENT"", ""SLOPE_NEAR_THRESHOLD"", ""SLOPE_WITHIN_STABLE_THRESHOLD"", ""SUFFICIENT_WINDOW""]",regime_analysis_v2.1,episode_analysis_v2.1,v2.1_low100.0_high200.0_trend15.0_short3_medium6_persist2,unstable transition,0.385,0.85,HIGH,episode_analysis_v2.1
3,12,8,13,STABLE_LOW,2024-06-23T15:44:00+00:00,2024-06-23T16:44:00+00:00,1.0,2,14.0,14.0,14.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,"{""LOW"": {""count"": 2, ""percent"": 100.0}}","{""STABLE"": {""count"": 2, ""percent"": 100.0}}",150.0,24.0,2,OK,0.862,HIGH,"[""LONG_STABLE_DURATION"", ""LOW_LOCAL_VARIABILITY"", ""SHORT_MEDIUM_SLOPE_AGREEMENT"", ""SLOPE_WITHIN_STABLE_THRESHOLD"", ""SUFFICIENT_WINDOW""]",regime_analysis_v2.1,episode_analysis_v2.1,v2.1_low100.0_high200.0_trend15.0_short3_medium6_persist2,stable low,1.75,0.862,HIGH,episode_analysis_v2.1
3,12,8,14,UNSTABLE_TRANSITION,2024-06-23T17:44:00+00:00,2024-06-23T18:44:00+00:00,1.0,2,11.0,11.0,11.0,11.0,11.0,11.0,0.0,0.0,-1.5,0.0,0.0,-3.0,1.5,"{""LOW"": {""count"": 2, ""percent"": 100.0}}","{""UNSTABLE_TRANSITION"": {""count"": 2, ""percent"": 100.0}}",152.0,22.0,2,OK,0.81,HIGH,"[""LOW_LOCAL_VARIABILITY"", ""SHORT_MEDIUM_SLOPE_DISAGREEMENT"", ""SUFFICIENT_WINDOW""]",regime_analysis_v2.1,episode_analysis_v2.1,v2.1_low100.0_high200.0_trend15.0_short3_medium6_persist2,unstable transition,-1.5,0.81,HIGH,episode_analysis_v2.1
3,12,8,15,STABLE_LOW,2024-06-23T19:44:00+00:00,2024-06-23T20:44:00+00:00,1.0,2,2.0,11.0,2.0,11.0,6.5,6.5,9.0,450.0,0.0,9.0,9.0,-9.0,1.5,"{""LOW"": {""count"": 2, ""percent"": 100.0}}","{""STABLE"": {""count"": 2, ""percent"": 100.0}}",154.0,20.0,2,OK,0.865,HIGH,"[""LONG_STABLE_DURATION"", ""LOW_LOCAL_VARIABILITY"", ""SHORT_MEDIUM_SLOPE_AGREEMENT"", ""SLOPE_WITHIN_STABLE_THRESHOLD"", ""SUFFICIENT_WINDOW""]",regime_analysis_v2.1,episode_analysis_v2.1,v2.1_low100.0_high200.0_trend15.0_short3_medium6_persist2,stable low,-2.25,0.865,HIGH,episode_analysis_v2.1
3,12,8,16,UNSTABLE_TRANSITION,2024-06-23T21:44:00+00:00,2024-06-24T16:44:00+00:00,19.0,20,7.0,2.0,0.0,23.0,8.1,7.0,-5.0,-71.429,-0.45,-0.263,11.0,-18.0,3.025,"{""LOW"": {""count"": 20, ""percent"": 100.0}}","{""UNSTABLE_TRANSITION"": {""count"": 20, ""percent"": 100.0}}",156.0,0.0,2,OK,0.854,HIGH,"[""LOW_LOCAL_VARIABILITY"", ""RAW_SMOOTHED_DISAGREEMENT"", ""REPEATED_SIGN_CHANGES"", ""SHORT_MEDIUM_SLOPE_AGREEMENT"", ""SHORT_MEDIUM_SLOPE_DISAGREEMENT"", ""SUFFICIENT_WINDOW""]",regime_analysis_v2.1,episode_analysis_v2.1,v2.1_low100.0_high200.0_trend15.0_short3_medium6_persist2,unstable transition,-0.225,0.854,HIGH,episode_analysis_v2.1
3,12,9,1,QUALITY_AFFECTED,2024-06-24T18:44:00+00:00,2024-06-24T18:44:00+00:00,0.0,1,7.0,7.0,7.0,7.0,7.0,7.0,0,0.0,N/A,N/A,N/A,N/A,0.0,"{""LOW"": {""count"": 1, ""percent"": 100.0}}","{""QUALITY_AFFECTED"": {""count"": 1, ""percent"": 100.0}}",0.0,19.0,2,QUALITY_AFFECTED,0.25,LOW,"[""INSUFFICIENT_WINDOW"", ""LOW_LOCAL_VARIABILITY"", ""NEAR_GAP""]",regime_analysis_v2.1,episode_analysis_v2.1,v2.1_low100.0_high200.0_trend15.0_short3_medium6_persist2,quality affected,N/A,0.25,LOW,episode_analysis_v2.1
3,12,9,2,STABLE_LOW,2024-06-24T19:44:00+00:00,2024-06-25T01:44:00+00:00,6.0,7,2.0,2.0,2.0,7.0,3.429,2.0,0.0,0.0,-0.714,0.0,5.0,-5.0,0.714,"{""LOW"": {""count"": 7, ""percent"": 100.0}}","{""STABLE"": {""count"": 7, ""percent"": 100.0}}",1.0,12.0,2,LOW_CONFIDENCE,0.767,HIGH,"[""INSUFFICIENT_WINDOW"", ""LONG_STABLE_DURATION"", ""LOW_LOCAL_VARIABILITY"", ""NEAR_GAP"", ""SHORT_MEDIUM_SLOPE_AGREEMENT"", ""SLOPE_WITHIN_STABLE_THRESHOLD"", ""SUFFICIENT_WINDOW""]",regime_analysis_v2.1,episode_analysis_v2.1,v2.1_low100.0_high200.0_trend15.0_short3_medium6_persist2,stable low,-1.071,0.767,HIGH,episode_analysis_v2.1
3,12,9,3,UNSTABLE_TRANSITION,2024-06-25T02:44:00+00:00,2024-06-25T10:44:00+00:00,8.0,9,18.0,9.0,5.0,18.0,11.333,11.0,-9.0,-50.0,0.778,-1.125,16.0,-7.0,3.167,"{""LOW"": {""count"": 9, ""percent"": 100.0}}","{""UNSTABLE_TRANSITION"": {""count"": 9, ""percent"": 100.0}}",8.0,3.0,2,OK,0.883,HIGH,"[""LOW_LOCAL_VARIABILITY"", ""RAW_SMOOTHED_DISAGREEMENT"", ""REPEATED_SIGN_CHANGES"", ""SHORT_MEDIUM_SLOPE_AGREEMENT"", ""SUFFICIENT_WINDOW""]",regime_analysis_v2.1,episode_analysis_v2.1,v2.1_low100.0_high200.0_trend15.0_short3_medium6_persist2,unstable transition,1.167,0.883,HIGH,episode_analysis_v2.1
3,12,9,4,STABLE_LOW,2024-06-25T11:44:00+00:00,2024-06-25T13:44:00+00:00,2.0,3,7.0,5.0,5.0,7.0,6.333,7.0,-2.0,-28.571,-1.333,-1.0,0.0,-2.0,1.333,"{""LOW"": {""count"": 3, ""percent"": 100.0}}","{""STABLE"": {""count"": 3, ""percent"": 100.0}}",17.0,0.0,2,OK,0.848,HIGH,"[""LONG_STABLE_DURATION"", ""LOW_LOCAL_VARIABILITY"", ""SHORT_MEDIUM_SLOPE_AGREEMENT"", ""SLOPE_WITHIN_STABLE_THRESHOLD"", ""SUFFICIENT_WINDOW""]",regime_analysis_v2.1,episode_analysis_v2.1,v2.1_low100.0_high200.0_trend15.0_short3_medium6_persist2,stable low,-2.167,0.848,HIGH,episode_analysis_v2.1
3,12,10,1,QUALITY_AFFECTED,2024-06-25T17:44:00+00:00,2024-06-25T17:44:00+00:00,0.0,1,7.0,7.0,7.0,7.0,7.0,7.0,0,0.0,N/A,N/A,N/A,N/A,0.0,"{""LOW"": {""count"": 1, ""percent"": 100.0}}","{""QUALITY_AFFECTED"": {""count"": 1, ""percent"": 100.0}}",0.0,1.0,2,QUALITY_AFFECTED,0.25,LOW,"[""INSUFFICIENT_WINDOW"", ""LOW_LOCAL_VARIABILITY"", ""NEAR_GAP""]",regime_analysis_v2.1,episode_analysis_v2.1,v2.1_low100.0_high200.0_trend15.0_short3_medium6_persist2,quality affected,N/A,0.25,LOW,episode_analysis_v2.1
3,12,10,2,STABLE_LOW,2024-06-25T18:44:00+00:00,2024-06-25T18:44:00+00:00,0.0,1,5.0,5.0,5.0,5.0,5.0,5.0,0,0.0,-2.0,N/A,-2.0,-2.0,1.0,"{""LOW"": {""count"": 1, ""percent"": 100.0}}","{""STABLE"": {""count"": 1, ""percent"": 100.0}}",1.0,0.0,2,LOW_CONFIDENCE_SHORT_EPISODE,0.363,LOW,"[""INSUFFICIENT_WINDOW"", ""LONG_STABLE_DURATION"", ""LOW_LOCAL_VARIABILITY"", ""NEAR_GAP"", ""SHORT_MEDIUM_SLOPE_AGREEMENT"", ""SLOPE_WITHIN_STABLE_THRESHOLD""]",regime_analysis_v2.1,episode_analysis_v2.1,v2.1_low100.0_high200.0_trend15.0_short3_medium6_persist2,stable low,-2.0,0.363,LOW,episode_analysis_v2.1
3,12,11,1,QUALITY_AFFECTED,2024-06-25T20:44:00+00:00,2024-06-25T20:44:00+00:00,0.0,1,5.0,5.0,5.0,5.0,5.0,5.0,0,0.0,N/A,N/A,N/A,N/A,0.0,"{""LOW"": {""count"": 1, ""percent"": 100.0}}","{""QUALITY_AFFECTED"": {""count"": 1, ""percent"": 100.0}}",0.0,20.0,2,QUALITY_AFFECTED,0.25,LOW,"[""INSUFFICIENT_WINDOW"", ""LOW_LOCAL_VARIABILITY"", ""NEAR_GAP""]",regime_analysis_v2.1,episode_analysis_v2.1,v2.1_low100.0_high200.0_trend15.0_short3_medium6_persist2,quality affected,N/A,0.25,LOW,episode_analysis_v2.1
3,12,11,2,STABLE_LOW,2024-06-25T21:44:00+00:00,2024-06-25T22:44:00+00:00,1.0,2,0.0,14.0,0.0,14.0,7.0,7.0,14.0,N/A,4.5,14.0,14.0,-5.0,3.75,"{""LOW"": {""count"": 2, ""percent"": 100.0}}","{""STABLE"": {""count"": 2, ""percent"": 100.0}}",1.0,18.0,2,LOW_CONFIDENCE,0.657,MEDIUM,"[""INSUFFICIENT_WINDOW"", ""LONG_STABLE_DURATION"", ""LOW_LOCAL_VARIABILITY"", ""NEAR_GAP"", ""SHORT_MEDIUM_SLOPE_AGREEMENT"", ""SLOPE_WITHIN_STABLE_THRESHOLD"", ""SUFFICIENT_WINDOW""]",regime_analysis_v2.1,episode_analysis_v2.1,v2.1_low100.0_high200.0_trend15.0_short3_medium6_persist2,stable low,-0.25,0.657,MEDIUM,episode_analysis_v2.1
3,12,11,3,UNSTABLE_TRANSITION,2024-06-25T23:44:00+00:00,2024-06-26T04:44:00+00:00,5.0,6,5.0,16.0,5.0,16.0,10.5,10.5,11.0,220.0,0.333,2.2,9.0,-9.0,3.917,"{""LOW"": {""count"": 6, ""percent"": 100.0}}","{""UNSTABLE_TRANSITION"": {""count"": 6, ""percent"": 100.0}}",3.0,12.0,2,OK,0.818,HIGH,"[""LOW_LOCAL_VARIABILITY"", ""RAW_SMOOTHED_DISAGREEMENT"", ""REPEATED_SIGN_CHANGES"", ""SHORT_MEDIUM_SLOPE_AGREEMENT"", ""SHORT_MEDIUM_SLOPE_DISAGREEMENT"", ""SUFFICIENT_WINDOW""]",regime_analysis_v2.1,episode_analysis_v2.1,v2.1_low100.0_high200.0_trend15.0_short3_medium6_persist2,unstable transition,1.5,0.818,HIGH,episode_analysis_v2.1
3,12,11,4,STABLE_LOW,2024-06-26T05:44:00+00:00,2024-06-26T09:44:00+00:00,4.0,5,18.0,32.0,18.0,32.0,26.0,26.0,14.0,77.778,3.2,3.5,8.0,0.0,4.3,"{""LOW"": {""count"": 5, ""percent"": 100.0}}","{""STABLE"": {""count"": 5, ""percent"": 100.0}}",9.0,7.0,2,OK,0.919,HIGH,"[""LONG_STABLE_DURATION"", ""LOW_LOCAL_VARIABILITY"", ""SHORT_MEDIUM_SLOPE_AGREEMENT"", ""SLOPE_WITHIN_STABLE_THRESHOLD"", ""SUFFICIENT_WINDOW""]",regime_analysis_v2.1,episode_analysis_v2.1,v2.1_low100.0_high200.0_trend15.0_short3_medium6_persist2,stable low,2.8,0.919,HIGH,episode_analysis_v2.1
3,12,11,5,UNSTABLE_TRANSITION,2024-06-26T10:44:00+00:00,2024-06-26T16:44:00+00:00,6.0,7,21.0,23.0,11.0,23.0,17.143,16.0,2.0,9.524,-1.286,0.333,7.0,-11.0,3.786,"{""LOW"": {""count"": 7, ""percent"": 100.0}}","{""UNSTABLE_TRANSITION"": {""count"": 7, ""percent"": 100.0}}",14.0,0.0,2,OK,0.881,HIGH,"[""LOW_LOCAL_VARIABILITY"", ""PERSISTENCE_ADJUSTED_STATE"", ""RAW_SMOOTHED_DISAGREEMENT"", ""REPEATED_SIGN_CHANGES"", ""SHORT_MEDIUM_SLOPE_AGREEMENT"", ""SHORT_MEDIUM_SLOPE_DISAGREEMENT"", ""SLOPE_NEAR_THRESHOLD"", ""SLOPE_WITHIN_STABLE_THRESHOLD"", ""SUFFICIENT_WINDOW""]",regime_analysis_v2.1,episode_analysis_v2.1,v2.1_low100.0_high200.0_trend15.0_short3_medium6_persist2,unstable transition,-1.5,0.881,HIGH,episode_analysis_v2.1
3,12,12,1,QUALITY_AFFECTED,2024-06-26T20:44:00+00:00,2024-06-26T20:44:00+00:00,0.0,1,5.0,5.0,5.0,5.0,5.0,5.0,0,0.0,N/A,N/A,N/A,N/A,0.0,"{""LOW"": {""count"": 1, ""percent"": 100.0}}","{""QUALITY_AFFECTED"": {""count"": 1, ""percent"": 100.0}}",0.0,9.0,2,QUALITY_AFFECTED,0.25,LOW,"[""INSUFFICIENT_WINDOW"", ""LOW_LOCAL_VARIABILITY"", ""NEAR_GAP""]",regime_analysis_v2.1,episode_analysis_v2.1,v2.1_low100.0_high200.0_trend15.0_short3_medium6_persist2,quality affected,N/A,0.25,LOW,episode_analysis_v2.1
3,12,12,2,STABLE_LOW,2024-06-26T21:44:00+00:00,2024-06-27T05:44:00+00:00,8.0,9,7.0,2.0,0.0,7.0,2.889,2.0,-5.0,-71.429,-0.333,-0.625,2.0,-5.0,0.722,"{""LOW"": {""count"": 9, ""percent"": 100.0}}","{""STABLE"": {""count"": 9, ""percent"": 100.0}}",1.0,0.0,2,LOW_CONFIDENCE,0.802,HIGH,"[""INSUFFICIENT_WINDOW"", ""LONG_STABLE_DURATION"", ""LOW_LOCAL_VARIABILITY"", ""NEAR_GAP"", ""SHORT_MEDIUM_SLOPE_AGREEMENT"", ""SLOPE_WITHIN_STABLE_THRESHOLD"", ""SUFFICIENT_WINDOW""]",regime_analysis_v2.1,episode_analysis_v2.1,v2.1_low100.0_high200.0_trend15.0_short3_medium6_persist2,stable low,-0.222,0.802,HIGH,episode_analysis_v2.1
3,12,13,1,QUALITY_AFFECTED,2024-06-27T07:44:00+00:00,2024-06-27T07:44:00+00:00,0.0,1,18.0,18.0,18.0,18.0,18.0,18.0,0,0.0,N/A,N/A,N/A,N/A,0.0,"{""LOW"": {""count"": 1, ""percent"": 100.0}}","{""QUALITY_AFFECTED"": {""count"": 1, ""percent"": 100.0}}",0.0,7.0,2,QUALITY_AFFECTED,0.25,LOW,"[""INSUFFICIENT_WINDOW"", ""LOW_LOCAL_VARIABILITY"", ""NEAR_GAP""]",regime_analysis_v2.1,episode_analysis_v2.1,v2.1_low100.0_high200.0_trend15.0_short3_medium6_persist2,quality affected,N/A,0.25,LOW,episode_analysis_v2.1
3,12,13,2,STABLE_LOW,2024-06-27T08:44:00+00:00,2024-06-27T09:44:00+00:00,1.0,2,16.0,21.0,16.0,21.0,18.5,18.5,5.0,31.25,1.5,5.0,5.0,-2.0,1.5,"{""LOW"": {""count"": 2, ""percent"": 100.0}}","{""STABLE"": {""count"": 2, ""percent"": 100.0}}",1.0,5.0,2,LOW_CONFIDENCE,0.637,MEDIUM,"[""INSUFFICIENT_WINDOW"", ""LONG_STABLE_DURATION"", ""LOW_LOCAL_VARIABILITY"", ""NEAR_GAP"", ""SHORT_MEDIUM_SLOPE_AGREEMENT"", ""SLOPE_WITHIN_STABLE_THRESHOLD"", ""SUFFICIENT_WINDOW""]",regime_analysis_v2.1,episode_analysis_v2.1,v2.1_low100.0_high200.0_trend15.0_short3_medium6_persist2,stable low,-0.25,0.637,MEDIUM,episode_analysis_v2.1
3,12,13,3,UNSTABLE_TRANSITION,2024-06-27T10:44:00+00:00,2024-06-27T14:44:00+00:00,4.0,5,14.0,11.0,5.0,14.0,10.2,11.0,-3.0,-21.429,-2.0,-0.75,4.0,-9.0,2.8,"{""LOW"": {""count"": 5, ""percent"": 100.0}}","{""UNSTABLE_TRANSITION"": {""count"": 5, ""percent"": 100.0}}",3.0,0.0,2,OK,0.881,HIGH,"[""LOW_LOCAL_VARIABILITY"", ""RAW_SMOOTHED_DISAGREEMENT"", ""REPEATED_SIGN_CHANGES"", ""SHORT_MEDIUM_SLOPE_AGREEMENT"", ""SHORT_MEDIUM_SLOPE_DISAGREEMENT"", ""SUFFICIENT_WINDOW""]",regime_analysis_v2.1,episode_analysis_v2.1,v2.1_low100.0_high200.0_trend15.0_short3_medium6_persist2,unstable transition,-1.9,0.881,HIGH,episode_analysis_v2.1
3,12,14,1,QUALITY_AFFECTED,2024-06-27T20:44:00+00:00,2024-06-27T20:44:00+00:00,0.0,1,7.0,7.0,7.0,7.0,7.0,7.0,0,0.0,N/A,N/A,N/A,N/A,0.0,"{""LOW"": {""count"": 1, ""percent"": 100.0}}","{""QUALITY_AFFECTED"": {""count"": 1, ""percent"": 100.0}}",0.0,17.0,2,QUALITY_AFFECTED,0.25,LOW,"[""INSUFFICIENT_WINDOW"", ""LOW_LOCAL_VARIABILITY"", ""NEAR_GAP""]",regime_analysis_v2.1,episode_analysis_v2.1,v2.1_low100.0_high200.0_trend15.0_short3_medium6_persist2,quality affected,N/A,0.25,LOW,episode_analysis_v2.1
3,12,14,2,STABLE_LOW,2024-06-27T21:44:00+00:00,2024-06-27T22:44:00+00:00,1.0,2,9.0,2.0,2.0,9.0,5.5,5.5,-7.0,-77.778,-2.5,-7.0,2.0,-7.0,1.5,"{""LOW"": {""count"": 2, ""percent"": 100.0}}","{""STABLE"": {""count"": 2, ""percent"": 100.0}}",1.0,15.0,2,LOW_CONFIDENCE,0.64,MEDIUM,"[""INSUFFICIENT_WINDOW"", ""LONG_STABLE_DURATION"", ""LOW_LOCAL_VARIABILITY"", ""NEAR_GAP"", ""SHORT_MEDIUM_SLOPE_AGREEMENT"", ""SLOPE_WITHIN_STABLE_THRESHOLD"", ""SUFFICIENT_WINDOW""]",regime_analysis_v2.1,episode_analysis_v2.1,v2.1_low100.0_high200.0_trend15.0_short3_medium6_persist2,stable low,-0.25,0.64,MEDIUM,episode_analysis_v2.1
3,12,14,3,UNSTABLE_TRANSITION,2024-06-27T23:44:00+00:00,2024-06-28T04:44:00+00:00,5.0,6,7.0,11.0,2.0,11.0,8.833,11.0,4.0,57.143,1.5,0.8,9.0,-9.0,1.667,"{""LOW"": {""count"": 6, ""percent"": 100.0}}","{""UNSTABLE_TRANSITION"": {""count"": 6, ""percent"": 100.0}}",3.0,9.0,2,OK,0.868,HIGH,"[""LOW_LOCAL_VARIABILITY"", ""RAW_SMOOTHED_DISAGREEMENT"", ""REPEATED_SIGN_CHANGES"", ""SHORT_MEDIUM_SLOPE_AGREEMENT"", ""SUFFICIENT_WINDOW""]",regime_analysis_v2.1,episode_analysis_v2.1,v2.1_low100.0_high200.0_trend15.0_short3_medium6_persist2,unstable transition,0.917,0.868,HIGH,episode_analysis_v2.1
